WALLACE V A,Vesna Wallace,3.36718,2.3,1557,28,2011,2024,0,1557,3.4,EACS,RG,,,,,,
ARENAS VELAZQ,Victor Arenas,3.363733,2.2,659,55,2017,2024,0,659,4.8,SOC,,,,,,,
BURK K T,Kevin Burk,3.363453,5.0,695,63,2020,2024,0,695,3.5,CMPSC,,,,,,,
GERMAN T C M,Tamsin German,3.362438,2.1,13487,179,2010,2024,385,13102,4.5,INT,PSY,,,,,,
LABATUT M A,Marion Labatut,3.360497,2.6,1529,22,2011,2024,0,1529,5.0,FR,,,,,,,
NEWFIELD C J,Chris Newfield,3.359486,2.4,2488,40,2011,2020,0,2488,3.8,ENGL,,,,,,,
MIZRAHI J L,Janet Mizrahi,3.358421,3.8,2001,43,2009,2021,18,1983,3.7,WRIT,,,,,,,
BIRNIR B,Bjorn Birnir,3.35755,3.1,2563,62,2012,2024,0,2563,2.6,MATH,,,,,,,
BIELBY D D,Denise Bielby,3.356899,3.4,1406,30,2010,2020,0,1406,2.8,SOC,,,,,,,
MCNAMARA J P,James McNamara,3.356645,3.6,1204,24,2018,2024,0,1204,5.0,FAMST,,,,,,,
DONNELLY B,Brian Donnelly,3.355361,2.6,5708,39,2009,2024,13,5695,4.6,ENGL,INT,,,,,,
O'MALLEY M A,Dolly Mullin,3.354636,3.5,1208,351,2012,2024,0,1208,4.1,BIOE,CH,ENGR,,,,,
DOUGLASS J H,Jeremy Douglass,3.353361,2.8,1934,26,2012,2024,0,1934,3.6,ENGL,INT,,,,,,
KOC C K,Cetin Kaya Koc,3.350602,2.2,3571,26,2009,2020,87,3484,4.3,CMPSC,CMPSCCS,CMPTGCS,MATH,,,,
HUANG YU,Yunte Huang,3.350203,2.0,3199,69,2009,2024,38,3161,3.1,C,ENGL,LIT,W&L,,,,
WHITE J S,Jeremy White,3.346728,3.0,4370,54,2009,2024,1,4369,3.9,ART,ARTHI,ARTST,,,,,
SINGH A K,Ambuj Singh,3.344665,4.0,1359,26,2009,2024,1,1358,2.8,CMPSC,PSTAT,,,,,,
LINDHEIM S H,Sara Lindheim,3.344444,2.9,837,30,2009,2024,0,837,4.1,CLASS,GREEK,LATIN,,,,,
MAYER R E,Richard Mayer,3.344391,2.5,3744,39,2009,2024,68,3676,3.8,PSY,,,,,,,
DARIAN-SMITH,Eve Darian-Smith,3.343791,2.8,1667,31,2009,2017,0,1667,3.7,GLOBL,INT,LAWSO,,,,,
TINGLE W N,Nick Tingle,3.34314,2.0,605,26,2010,2013,0,605,4.5,WRIT,,,,,,,
GARDNER H K,Helene Gardner,3.342679,3.3,5225,28,2011,2022,1252,3973,4.0,ENV,,,,,,,
RATNER K G,Kyle Ratner,3.337418,2.5,1991,24,2015,2024,11,1980,4.9,PSY,,,,,,,
LABUTIN D A,Denis Labutin,3.336792,2.5,4925,146,2010,2024,70,4855,2.8,INT,MATH,,,,,,
DUFFY A E,Enda Duffy,3.331849,2.8,4019,60,2010,2024,218,3801,4.2,C,ENGL,INT,,,,,
FRIEDKIN N E,Noah Friedkin,3.330506,2.2,1226,25,2010,2021,0,1226,2.9,SOC,,,,,,,
HAMMER L M,Leslie Hammer,3.33021,3.3,2049,38,2010,2024,0,2049,4.6,WRIT,,,,,,,
ZHENG X,Xiaowei Zheng,3.330048,3.8,1887,45,2010,2024,65,1822,5.0,CHIN,EACS,HIST,INT,,,,
PAUL D C,David Paul,3.329995,3.1,2097,25,2010,2024,0,2097,4.0,MUS,,,,,,,
NELSON H,Harry Nelson,3.326833,3.0,1364,24,2010,2024,10,1354,4.4,PHYS,,,,,,,
MARTIN J A,Jen Martin,3.326256,2.9,9133,81,2014,2024,147,8986,3.6,ANTH,ENV,HIST,,,,,
GARFIELD P M,Peter Garfield,3.325235,3.0,9269,191,2016,2024,0,9269,4.1,MATH,,,,,,,
MALEUVRE D,Didier Maleuvre,3.324457,3.0,3316,59,2009,2024,0,3316,3.6,C,FR,ITAL,,,,,
KALMAN L,Laura Kalman,3.324056,2.9,7154,107,2009,2022,0,7154,4.6,HIST,,,,,,,
KINOSHITA Y,Rick Ye,3.321502,3.9,879,143,2009,2014,0,879,2.3,ART,ARTST,,,,,,
VAN DER VEEN,Jatila van der Veen,3.321297,3.8,1249,29,2010,2020,83,1166,1.8,ASTRO,INT,PHYS,,,,,
KRISTIANSEN K,Kai Kristiansen,3.320572,3.5,1609,25,2019,2022,334,1275,3.5,PHYS,,,,,,,
FELDMAN R,Raisa Feldman,3.319113,3.0,2051,29,2010,2023,215,1836,3.3,PSTAT,PSTATW,,,,,,
GUNN G B,Giles Gunn,3.31875,3.1,2336,81,2009,2018,0,2336,2.9,ENGL,GLOBL,,,,,,
HILLIS G A,Greg Hillis,3.317217,2.5,8631,125,2009,2024,0,8631,4.5,EACS,RG,,,,,,
SCHNEIDER B E,Nick Schneider,3.31624,3.0,782,31,2009,2020,232,550,3.9,INT,SOC,,,,,,
RAPPAPORT E D,Erika Rappaport,3.312792,2.6,2822,52,2009,2024,0,2822,4.4,FEMST,HIST,,,,,,
BLANKHOLM J L,Joseph Blankholm,3.312397,3.2,1339,45,2016,2024,0,1339,4.5,RG,,,,,,,
DEVRIES T J,Timothy Devries,3.312028,2.4,1721,33,2015,2024,0,1721,4.9,GEOG,MARSC,,,,,,
RAVEN M R,Morgan Raven,3.311277,3.8,1339,29,2019,2024,0,1339,3.1,EARTH,,,,,,,
STOHL M S,Michael Stohl,3.308954,3.6,1530,28,2010,2024,0,1530,2.9,COMM,,,,,,,
WELTER V W,Volker Welter,3.308585,3.3,2586,55,2010,2024,0,2586,4.1,ARTHI,ENV,INT,,,,,
SURI S,Subhash Suri,3.307658,3.0,1802,26,2009,2024,10,1792,4.9,CMPSC,CMPTGCS,,,,,,
OAKS L M,Laury Oaks,3.307494,3.1,1935,40,2010,2023,41,1894,4.4,FEMST,INT,,,,,,
STURMAN P C,Peter Sturman,3.306923,3.3,1921,35,2010,2024,0,1921,3.8,ARTHI,CHIN,,,,,,
SOLIS S W,Sharon Solis,3.30691,3.4,1563,23,2021,2024,0,1563,3.0,CMPSC,PSTAT,,,,,,
LEZRA E M,Esther Lezra,3.306347,3.3,2190,40,2011,2023,0,2190,2.5,GLOBL,,,,,,,
PRIETO E,Eric Prieto,3.305645,3.3,2604,40,2010,2024,9,2595,4.6,C,FR,INT,,,,,
MCCRAY W P,Patrick McCray,3.30432,4.0,1412,43,2010,2024,0,1412,5.0,HIST,,,,,,,
SHAKERIAN S,Shaya Shakerian,3.303003,2.6,1465,30,2018,2021,0,1465,4.4,MATH,,,,,,,
WHITESTONE S,Scott Price,3.302865,3.4,768,364,2018,2022,0,768,4.6,COMM,,,,,,,
MCCAMMOND J P,Jon McCammond,3.300477,2.4,1259,30,2010,2024,84,1175,4.5,MATH,,,,,,,
BUSTO R V,Rudy Busto,3.294963,2.2,3693,43,2009,2024,14,3679,4.4,AS,RG,W&L,,,,,
RAPOSO E,Eduardo Raposo,3.292088,2.1,1643,24,2010,2021,0,1643,3.0,LING,PORT,SPAN,,,,,
SCHETTLER J C,Jordan Schettler,3.29134,1.9,843,21,2012,2015,0,843,4.9,MATH,,,,,,,
MORALES H L,Helen Morales,3.289277,2.5,5530,64,2009,2022,66,5464,4.8,CLASS,GREEK,INT,,,,,
MEADOW M A,Mark Meadow,3.287903,3.0,2546,34,2010,2024,0,2546,4.1,ARTHI,INT,,,,,,
STOHL C,Cynthia Stohl,3.287052,3.4,2371,31,2009,2024,9,2362,4.1,COMM,,,,,,,
SCHLEY N B,Nathan Schley,3.286263,3.3,3152,102,2015,2024,247,2905,2.5,MATH,,,,,,,
BUENO CACHADI,Maribel Bueno,3.284667,3.5,2511,54,2009,2024,996,1515,3.6,INT,MATH,,,,,,
LATTO J G,John Latto,3.282498,2.3,15958,101,2009,2024,1048,14910,5.0,BIOL,EEMB,INT,,,,,
EL ABBADI A,Amr El Abbadi,3.282359,3.3,1831,31,2010,2023,0,1831,4.4,CMPSC,ECE,INT,,,,,
SLADE A M,Allison Slade,3.281392,3.4,4439,30,2017,2023,0,4439,3.0,ESS,,,,,,,
DE SIMONE T,Tiziana De Simone,3.281192,2.6,1930,26,2011,2024,0,1930,4.5,ITAL,,,,,,,
YAQUB S,Salim Yaqub,3.278703,3.3,5104,61,2010,2023,0,5104,5.0,HIST,,,,,,,
CONROY-BEAM D,Dolly Mullin,3.278621,3.5,1857,351,2017,2024,33,1824,4.1,INT,PSY,,,,,,
FIGUEROA T,Teresa Figueroa,3.276419,2.4,3507,43,2009,2017,0,3507,2.8,ANTH,CH,FEMST,LAIS,,,,
GONZALES-SMIT,Myriam Gonzales Smith,3.276361,3.0,3397,47,2010,2024,0,3397,3.8,LAIS,PORT,SPAN,,,,,
AGRAWAL D,Divyakant Agrawal,3.276295,3.5,1814,38,2010,2023,1,1813,3.1,CMPSC,,,,,,,
TIAN W,Wenchuan Tian,3.274157,3.0,1246,34,2021,2024,0,1246,4.0,MATH,,,,,,,
CRICKETTE M E,Maria Crickette,3.273594,2.6,1920,25,2011,2024,0,1920,5.0,ITAL,,,,,,,
O'CONNOR A M,Aaron Belkin,3.273421,3.1,2359,89,2009,2024,108,2251,4.2,HIST,INT,,,,,,
MOEHLIS J M,Jeff Moehlis,3.273347,2.4,2994,25,2009,2024,31,2963,4.3,CMPSC,CMPSCW,ECE,ENGR,ME,PHYS,,
JANSMA L L,Laura Jansma,3.272316,2.9,4396,60,2009,2016,0,4396,3.8,COMM,,,,,,,
KITTLER W D,Wolf Kittler,3.27145,3.0,3380,79,2009,2024,8,3372,3.4,C,GER,LIT,,,,,
COSTANZO C,Mike Costanzo,3.270821,2.5,4068,79,2010,2018,0,4068,3.7,CMPSC,,,,,,,
LUBIN P,Philip Lubin,3.268685,3.0,4691,53,2009,2024,80,4611,2.6,ASTRO,INT,ME,PHYS,,,,
WILTON M B,Mike Wilton,3.266394,3.4,10013,55,2015,2024,2518,7495,5.0,INT,MCDB,,,,,,
CHIKOWERO M,Mhoze Chikowero,3.266305,3.0,1567,27,2010,2024,0,1567,3.4,BL,HIST,INT,,,,,
ALDANA G V,Gerardo Aldana,3.265984,3.8,1661,47,2009,2021,61,1600,3.1,ANTH,CH,INT,,,,,
SINGH SATYAJ,Satyajit Singh,3.264536,3.5,1142,23,2020,2024,0,1142,4.4,GLOBL,POL,,,,,,
ROBERTS L S,Luke Roberts,3.26373,2.5,4086,63,2009,2024,34,4052,4.3,HIST,INT,JAPAN,,,,,
PANAGIOTOU E,Eleni Panagiotou,3.260548,3.3,2446,52,2013,2018,0,2446,2.4,MATH,,,,,,,
COOK E H,Elizabeth Cook,3.258516,3.0,1550,35,2010,2022,0,1550,4.3,C,ENGL,,,,,,
OAKLEY T H,Todd Oakley,3.258331,3.0,3403,22,2009,2023,16,3387,3.4,BIOL,EEMB,,,,,,
BENZARTI Y C,Youssef Benzarti,3.257229,3.3,2483,31,2019,2024,0,2483,5.0,ECON,,,,,,,
CHEN E,Eric Chen,3.257101,3.5,1028,27,2019,2021,0,1028,3.9,MATH,,,,,,,
PADULA V,Valentina Padula,3.255299,2.3,3425,61,2010,2024,0,3425,5.0,ITAL,,,,,,,
PANDYA S P,Sameer Pandya,3.25503,3.1,8121,46,2010,2024,0,8121,5.0,AS,,,,,,,
MEINHART C,Carl Meinhart,3.253414,3.5,1904,21,2009,2024,76,1828,4.6,ME,,,,,,,
SHILO A,Amit Shilo,3.252976,2.9,4351,41,2014,2024,0,4351,3.3,CLASS,GREEK,,,,,,
DICKEY T D,Tommy Dickey,3.252437,1.6,2359,50,2009,2016,0,2359,4.5,GEOG,INT,,,,,,
NARANG N,Neil Narang,3.250962,3.3,1768,50,2013,2024,0,1768,5.0,POL,,,,,,,
STRONGMAN R D,Roberto Strongman,3.248875,3.5,3865,52,2009,2024,24,3841,3.4,BL,C,INT,RG,,,,
OGBECHIE S O,Sylvester Ogbechie,3.247409,3.6,1949,40,2011,2024,0,1949,3.1,ARTHI,,,,,,,
ALDEIS M D,Desiree Aldeis,3.247245,2.3,2976,21,2011,2018,32,2944,4.7,COMM,,,,,,,
MARCUSE H,Harold Marcuse,3.246873,2.8,3902,61,2009,2024,13,3889,3.1,HIST,INT,,,,,,
SMITH E R,Eric Smith,3.243794,3.0,3537,68,2010,2023,0,3537,4.1,ENV,ESM,POL,,,,,
FOGU C,Claudio Fogu,3.242777,3.4,3551,54,2009,2024,140,3411,3.6,HIST,INT,ITAL,,,,,
AFIFI W A,Walid Afifi,3.242029,3.4,4121,47,2009,2024,557,3564,3.9,COMM,INT,,,,,,
LICHTENSTEI N,Michael Nava,3.240772,3.2,1891,70,2010,2023,0,1891,2.3,HIST,,,,,,,
JOHNSON G T,Gaye Johnson,3.240592,2.7,1892,51,2009,2015,0,1892,4.2,BL,,,,,,,
RUPP L J,Leila Rupp,3.240023,2.5,1719,26,2010,2020,17,1702,4.1,FEMST,,,,,,,
WOODS V E,Vanessa Woods,3.239763,3.6,8621,102,2013,2024,399,8222,3.6,INT,PSY,,,,,,
TOOBY J,John Tooby,3.239008,2.6,2279,52,2009,2023,0,2279,3.1,ANTH,,,,,,,
VENEGAS C,Christina Venegas,3.238839,3.5,1671,23,2011,2024,215,1456,2.5,FAMST,FLMST,,,,,,
CARLSON J A,Jean Carlson,3.234316,4.1,1865,22,2009,2024,0,1865,3.0,ENGL,INT,,,,,,
CAMPAGNARI C,Claudio Campagnari,3.234245,3.1,2853,38,2010,2024,0,2853,3.4,INT,PHYS,,,,,,
ROBINSON W I,William Robinson,3.232896,3.2,6399,123,2009,2024,0,6399,3.5,SOC,,,,,,,
PRESS C M,Carol Press,3.231201,2.0,19070,184,2010,2023,0,19070,3.8,DANCE,THTR,,,,,,
FRUHSTUCK S,Sabine Fruhstuck,3.230987,3.0,3779,23,2010,2023,29,3750,3.8,ANTH,EACS,HIST,INT,JAPAN,,,
HSU S J,John Hsu,3.230162,3.4,2785,43,2010,2023,95,2690,3.6,PSTAT,,,,,,,
CHANG G,Grace Chang,3.228337,2.8,1648,87,2010,2022,0,1648,3.6,FEMST,,,,,,,
GURUSWAMY S,Sathya Guruswamy,3.228312,3.8,6446,45,2010,2024,790,5656,3.3,ECE,ME,PHYS,,,,,
CAST A D,Alicia Cast,3.227568,3.3,3573,33,2011,2024,1,3572,5.0,SOC,,,,,,,
BOBO J,Jaqueline Bobo,3.227083,2.8,3445,97,2009,2024,0,3445,3.1,FEMST,,,,,,,
CAMPO M,Magda Campo,3.227021,3.0,1917,30,2009,2024,0,1917,4.6,RG,,,,,,,
BIGELOW S J,Stephen Bigelow,3.226064,2.6,4205,122,2009,2024,24,4181,3.3,MATH,,,,,,,
PERRONE G,Giuliana Perrone,3.224804,2.6,3443,45,2017,2024,0,3443,4.6,HIST,,,,,,,
HAN SONGI,Song-I Han,3.223966,4.1,1402,29,2011,2023,49,1353,2.5,BMSE,CH,CHEM,,,,,
REICH N O,Norbert Reich,3.223347,4.1,2133,25,2010,2024,391,1742,2.6,BMSE,CHEM,INT,,,,,
LIPSITZ G R,George Lipsitz,3.221441,3.3,1749,71,2009,2019,0,1749,3.5,BL,INT,SOC,,,,,
GABLE S,Shelly Gable,3.21985,2.6,6277,72,2009,2024,43,6234,4.6,PSY,,,,,,,
ANDERSON KE B,Kevin Anderson,3.216874,2.9,2649,21,2010,2023,0,2649,3.6,SOC,,,,,,,
GRAVES G R,Gregory Graves,3.212785,2.4,13383,165,2009,2021,541,12842,4.3,ENV,HIST,,,,,,
SPICKARD P R,Paul Spickard,3.212191,3.0,5701,97,2010,2024,274,5427,3.9,AS,HIST,INT,,,,,
ZHANG Z,Yitang Zhang,3.211758,2.6,893,26,2017,2024,18,875,4.5,ECE,PSTATW,,,,,,
TSOUNA V,Voula Tsouna,3.210281,3.1,1955,43,2010,2023,0,1955,3.8,PHIL,,,,,,,
WANG R K,Richert Wang,3.209203,4.1,3010,55,2017,2024,263,2747,5.0,ART,CMPSC,CMPSCW,CMPTGCS,W&L,,,
SANTORI G C,Gregg Santori,3.208435,3.2,1150,32,2009,2014,0,1150,2.7,POL,,,,,,,
HOELLE J A,Jeffrey Hoelle,3.206869,2.4,5066,72,2013,2024,35,5031,3.9,ANTH,ENV,INT,,,,,
SCHULTZ J M,Jean Schultz,3.204415,3.0,2378,21,2010,2023,0,2378,3.6,FR,,,,,,,
RALEY R M,Rita Raley,3.203624,3.4,2125,44,2009,2024,0,2125,4.3,ENGL,,,,,,,
EDGAR A L,Adrienne Edgar,3.203091,2.9,2265,26,2010,2023,0,2265,3.3,HIST,,,,,,,
HILTNER K C,Kenneth (Ken) Hiltner,3.202946,2.8,14904,296,2010,2024,114,14790,3.8,ENGL,ENV,INT,,,,,
TASCHIAN H J,Helen Taschian,3.202591,3.6,3474,46,2014,2024,2,3472,4.0,ART,,,,,,,
FREUND E G,Ernest Freund,3.201962,2.9,25133,200,2012,2024,0,25133,4.3,PHYS,,,,,,,
CLEVELAND D A,David Cleveland,3.201348,3.8,1335,22,2009,2018,94,1241,3.4,ANTH,ENV,GEOG,INT,,,,
SCHNEIDER N J,Nick Schneider,3.197947,3.0,3897,31,2010,2023,0,3897,3.9,ECON,,,,,,,
ATHANASSAKIS,Apostolos Athanassakis,3.197566,1.6,1027,71,2010,2011,0,1027,4.4,CLASS,GREEK,,,,,,
POWELL R C,Rich Powell,3.196144,2.1,2671,36,2009,2014,306,2365,4.5,ES,ESS,,,,,,
ZULUETA B C,Benjamin Zulueta,3.194766,3.2,3821,34,2009,2024,25,3796,3.1,AS,,,,,,,
KURIS A M,Armand Kuris,3.194509,4.1,3642,34,2009,2024,325,3317,4.8,BIOL,EEMB,INT,,,,,
MOSER C H,Claudia  Moser,3.193167,3.4,4493,55,2015,2024,0,4493,4.0,ARTHI,ARTHIW,INT,WRIT,,,,
BIBILASHVILI,Tengiz Bibilashvili,3.192719,3.3,8254,74,2012,2024,1316,6938,4.6,ECE,INT,ME,PHYS,,,,
FRADENBURG L,Aranye Fradenburg,3.191576,3.2,1282,48,2009,2018,34,1248,3.0,C,ENGL,INT,LIT,,,,
SALTZMAN-LI K,Robert (Bob) Kennedy,3.191315,3.8,2107,159,2009,2024,54,2053,5.0,C,EACS,INT,JAPAN,,,,
MEROLLA A J,Andy Merolla,3.188676,2.7,3541,53,2016,2024,3,3538,4.9,COMM,,,,,,,
KELLER E A,Edward Keller,3.186407,2.8,3281,63,2009,2022,110,3171,3.3,EARTH,ENV,GEOG,GEOL,INT,,,
COTTLE J,John Cottle,3.183737,3.0,1322,22,2010,2024,126,1196,4.4,EARTH,GEOL,,,,,,
DOGIC Z,Zvonimir Dogic,3.182292,3.9,3394,49,2018,2023,0,3394,3.1,BMSE,PHYS,,,,,,
CASTEELS K L,Karel Casteels,3.18166,2.8,3495,42,2010,2024,520,2975,4.3,MATH,,,,,,,
MATNI Z A,Ziad Matni,3.181337,3.0,6789,106,2016,2024,23,6766,4.0,CMPSC,CMPSCW,CMPTGCS,COMM,,,,
CLARKE K,Keith Clarke,3.180719,2.6,2199,33,2009,2021,27,2172,3.4,GEOG,,,,,,,
STEPHENS C C,Christopher Cody Stephens,3.178195,3.6,1064,34,2014,2019,0,1064,2.8,HIST,WRIT,,,,,,
REID S A,Scott Reid,3.177361,4.0,2509,52,2010,2024,3,2506,4.0,COMM,,,,,,,
WALSH C,Casey Walsh,3.176616,2.8,9408,167,2009,2024,0,9408,3.5,ANTH,LAIS,,,,,,
SU J,Jianwen Su,3.174602,3.9,1319,30,2010,2024,31,1288,2.1,CMPSC,INT,,,,,,
BARVOSA E,Edwina Barvosa,3.174507,3.6,2687,31,2009,2024,101,2586,2.5,CH,FEMST,INT,POL,,,,
SHEA J,Joan Shea,3.174413,3.2,766,35,2010,2024,14,752,3.6,CHEM,PHYS,,,,,,
DALE J E,Judith Dale,3.172145,1.9,1217,27,2009,2011,0,1217,4.0,ESS,,,,,,,
CLITANDRE N T,Nadege Clitandre,3.171947,4.0,2260,22,2011,2024,0,2260,2.5,GLOBL,,,,,,,
BENNAHUM D,Ninotchka Bennahum,3.171833,3.2,3813,45,2010,2024,0,3813,2.1,DANCE,DANCEW,THTR,,,,,
KULPER D E,Douglas Kulper,3.171779,3.3,7753,52,2009,2024,1248,6505,3.9,ECON,,,,,,,
BLAES O M,Omer Blaes,3.171384,3.5,1279,34,2011,2024,8,1271,4.6,PHYS,,,,,,,
JACOBSON L,Lisa Jacobson,3.17136,3.3,2500,43,2010,2024,0,2500,4.4,HIST,,,,,,,
GELLER R M,Robert Geller,3.171199,3.3,32270,247,2010,2024,35,32235,3.5,ASTRO,ASTROW,PHYS,,,,,
SIMMS A R,Alex Simms,3.16889,2.8,2774,63,2011,2024,190,2584,4.6,EARTH,INT,,,,,,
HEGARTY M,Mary Hegarty,3.16862,3.1,2116,38,2010,2024,54,2062,3.1,INT,PSY,,,,,,
JEFFERSON M E,Esperanza Jefferson,3.168528,1.9,1970,55,2009,2017,0,1970,4.5,PORT,SPAN,,,,,,
SZUMLINSKI K,Karen Szumlinski,3.166942,3.8,3996,78,2010,2024,18,3978,4.6,MCDB,PSY,,,,,,
BERGSTROM R E,Randy Bergstrom,3.165875,3.3,3244,97,2010,2024,9,3235,4.4,HIST,,,,,,,
MACKIE D M,Diane MacKie,3.16575,3.9,1454,28,2010,2022,53,1401,3.0,PSY,,,,,,,
TWINE F W,France Winddance Twine,3.165456,3.4,1569,57,2009,2023,11,1558,2.6,INT,SOC,,,,,,
MARSHALL K,Kathy Marshall,3.165292,3.6,3129,47,2018,2022,0,3129,2.6,ECON,,,,,,,
ROBINSON C J,Cedric Robinson,3.163939,3.5,782,28,2009,2015,0,782,3.5,BL,POL,,,,,,
SMYTH L M,Dan Luna,3.161991,3.1,663,145,2016,2022,0,663,4.5,ANTH,,,,,,,
WORKMAN A L,Aaron Belkin,3.160372,3.1,699,89,2012,2015,0,699,4.2,CH,LAIS,PORT,SPAN,,,,
LANSING C L,Carol Lansing,3.159747,3.4,3001,71,2009,2024,0,3001,4.4,HIST,ME,,,,,,
MASLAN M J,Mark Maslan,3.158289,3.2,2618,51,2009,2024,0,2618,3.4,ENGL,,,,,,,
BERNSTEIN M M,Mashey Bernstein,3.158123,3.9,1151,58,2010,2023,0,1151,3.8,FAMST,FLMST,RG,WRIT,,,,
PATTERSON K A,Kathy Patterson,3.157699,2.7,2156,23,2010,2023,52,2104,4.0,INT,WRIT,,,,,,
ENDERS J,Jody Enders,3.157579,3.4,1082,44,2010,2024,7,1075,3.1,C,ENGL,FR,INT,THTR,WRIT,,
MEIRING W,Wendy Meiring,3.154564,3.8,1928,38,2009,2024,177,1751,3.0,INT,PSTAT,,,,,,
IHM E D,Elliott Ihm,3.153749,3.0,2374,69,2018,2022,0,2374,4.5,INT,PSY,,,,,,
COOPER D,Daryl Cooper,3.152738,2.6,15156,985,2009,2024,492,14664,4.0,INT,MATH,,,,,,
MYERS K K,Karen Myers,3.152606,2.5,3530,30,2009,2024,44,3486,4.6,COMM,INT,,,,,,
FUMERTON M P,Patricia Fumerton,3.151502,3.0,1398,30,2010,2023,0,1398,4.0,ENGL,,,,,,,
COTICH C,Craig Cotich,3.149761,3.3,2514,44,2009,2024,292,2222,4.5,INT,WRIT,,,,,,
DEACON R T,Robert Deacon,3.149705,2.7,678,36,2010,2014,0,678,3.5,ECON,ENV,,,,,,
JACOB W B,Bill Jacob,3.149203,3.9,1443,49,2009,2021,360,1083,3.1,ED,MATH,,,,,,
COHEN B J,Benjamin Cohen,3.149175,3.4,2243,42,2009,2020,0,2243,4.4,GLOBL,POL,,,,,,
KHARITONOVA Y,Yekaterina Kate Kharitonova,3.147079,3.6,3783,159,2018,2024,1,3782,2.5,CMPSC,CMPSCW,INT,,,,,
KOUTROULAKIS,Georgios Koutroulakis,3.147074,3.5,6220,60,2017,2024,196,6024,4.3,INT,PHYS,,,,,,
BUONI M J,Matthew Buoni,3.146789,2.7,2024,38,2011,2016,0,2024,4.5,CMPSC,MATH,ME,,,,,
KELZ J M,Justin Kelz,3.14482,3.6,2577,56,2017,2019,0,2577,3.3,MATH,,,,,,,
HECHT R,Richard Hecht,3.144604,2.9,5365,102,2010,2023,12,5353,3.6,C,INT,RG,,,,,
DUTRA F A,Frank Dutra,3.144283,2.1,1102,24,2010,2012,0,1102,3.9,HIST,,,,,,,
OH S P,Sang-Yun Oh,3.142727,4.0,660,26,2010,2024,0,660,2.4,PHYS,,,,,,,
STEIGERWALD D,Doug Steigerwald,3.142129,4.3,3392,40,2009,2024,0,3392,2.9,ECON,,,,,,,
CAMPO J E,Juan Campo,3.138004,3.4,1513,41,2010,2024,328,1185,3.5,INT,MES,RG,,,,,
O'NEILL H M,Greg Hillis,3.133482,2.5,2249,125,2012,2015,0,2249,4.5,ASTRO,PHYS,,,,,,
KOKINIS T A,Doug Thrower,3.132153,3.5,678,92,2020,2022,0,678,3.8,HIST,,,,,,,
CLEMENCON R,Raymond Clemencon,3.130164,3.8,3345,35,2009,2024,0,3345,4.4,ESM,GLOBL,POL,SOC,,,,
MOOSBRUGGER L,Lorelei Moosbrugger,3.12875,3.4,1760,42,2010,2023,0,1760,4.5,ENV,POL,,,,,,
LEE H,Hua Lee,3.12662,3.4,1713,29,2010,2024,291,1422,3.1,ECE,INT,,,,,,
MOORE J,John Moore,3.125224,3.5,4242,36,2014,2024,0,4242,5.0,EARTH,EEMB,,,,,,
BENELLI C A,Cindy Benelli,3.123042,2.9,11097,175,2010,2024,0,11097,2.8,ECON,,,,,,,
NALL C M,Clayton Nall,3.121267,3.8,1105,33,2020,2024,0,1105,3.1,INT,POL,,,,,,
WALLING O W,Olivia Walling,3.12,4.3,1685,33,2009,2019,0,1685,2.2,ENGR,WRIT,,,,,,
LEE J W,John Lee,3.118574,3.3,3381,103,2010,2024,17,3364,5.0,HIST,INT,,,,,,
REYES C A,Corinna Reyes,3.118371,2.5,1154,41,2009,2011,0,1154,3.8,LAIS,POL,,,,,,
FUJINO D C,Diane Fujino,3.118141,3.5,2679,84,2010,2024,91,2588,4.3,AS,INT,,,,,,
JASKIEWICZ A,Aaron Belkin,3.117998,3.1,839,89,2019,2023,0,839,4.2,ECON,INT,,,,,,
HAYES C S,Chris Hayes,3.113879,3.9,3725,22,2009,2024,1,3724,3.3,BMSE,MCDB,,,,,,
JOINER M B,Mike Joiner,3.112331,1.8,1038,23,2010,2014,0,1038,4.8,MUS,WRIT,,,,,,
LIU A Y,Alan Liu,3.11042,4.1,1286,32,2009,2024,0,1286,2.6,ENGL,,,,,,,
NINH E K,Erin Ninh,3.109258,3.8,3154,50,2010,2024,13,3141,4.0,AS,INT,,,,,,
GONZALES A L,Amy Gonzales,3.107463,3.5,2278,31,2019,2024,48,2230,2.6,COMM,INT,,,,,,
FARMER S A,Sharon Farmer,3.106885,3.3,610,32,2009,2019,0,610,2.5,FEMST,HIST,,,,,,
LIPMAN E A,Everett Lipman,3.106068,3.9,5570,61,2009,2024,98,5472,3.6,PHYS,,,,,,,
BRANDT T D,Doug Thrower,3.105646,3.5,797,92,2018,2023,0,797,3.8,PHYS,,,,,,,
FREUDENBURG W,William Freudenburg,3.105144,2.5,836,88,2009,2010,0,836,4.2,ENV,,,,,,,
WINANT H,Howard Winant,3.102734,2.6,4646,143,2010,2021,0,4646,2.5,SOC,,,,,,,
PUTINAR M,Mihai Putinar,3.101521,4.5,2433,82,2009,2024,107,2326,2.4,MATH,,,,,,,
WAINWRIGHT B,Brian Wainwright,3.100738,3.5,5688,106,2016,2024,0,5688,3.1,PSTAT,,,,,,,
MOKRISKI D A,David Mokriski,3.098307,4.0,1831,26,2017,2024,0,1831,4.6,PHIL,,,,,,,
BLOOM P J,Peter Bloom,3.097878,4.0,1178,25,2010,2024,0,1178,3.0,FAMST,FLMST,INT,,,,,
